id;nickname;gender;skin;hair;height;tattoo;age;weapon;arrested;convicted;rape;extortion;kidnapping;theft;homicide;arms_trafficking;drug_trafficking;faction;Dc;Bc;Cc;CC;M
GDA2;1;1;3;0;2;0;21;1;0;0;0;0;0;1;0;0;1;0;0.6666666666666666;0.4722222222222222;0.75;0.3333333333333333;0.2857142857142857
D5WC;0;1;3;1;1;0;21;1;0;0;0;0;0;1;0;0;1;0;0.3333333333333333;0.0;0.5;1.0;0.1428571428571428
V8E1;0;1;3;1;3;0;38;1;1;1;0;0;1;0;0;0;0;0;0.5555555555555556;0.25;0.6428571428571429;0.5;0.2857142857142857
B8I3;1;1;1;0;3;0;25;0;0;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.2222222222222222;0.5625;0.3333333333333333;0.4285714285714285
TGOO;1;1;1;2;3;0;65;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;1.0;0.1428571428571428
TLTQ;0;1;1;2;3;0;36;0;1;1;0;0;0;1;0;1;1;1;1.0;0.6666666666666666;1.0;0.3333333333333333;0.1428571428571428
W6Q4;0;1;3;1;3;0;40;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;1.0;0.1428571428571428
TMQ2;0;1;3;0;2;0;31;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;1.0;0.1428571428571428
LZHR;0;1;3;0;3;0;40;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;1.0;0.4285714285714285
G8BZ;1;1;3;1;3;0;33;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
TUFV;0;1;1;0;2;0;25;0;0;0;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0;0.2857142857142857
R1X8;0;1;3;0;5;0;26;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
CNXY;1;1;3;1;5;0;31;0;1;0;0;0;0;0;1;0;1;0;1.0;0.0;1.0;1.0;0.2857142857142857
MIE8;1;1;3;0;5;0;28;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
WQLK;0;1;1;2;3;0;25;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0;0.2857142857142857
E2KA;1;1;2;1;3;0;27;1;1;1;0;0;0;1;0;1;0;0;1.0;0.0;1.0;0.0;0.2857142857142857
IVR7;0;1;3;1;3;0;26;0;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0;0.1428571428571428
EHNS;0;1;3;0;3;0;25;1;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0;0.1428571428571428
PHRZ;1;1;3;0;4;0;38;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.2857142857142857
Y8OC;1;1;3;0;5;0;36;1;0;0;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
KDIH;0;0;0;2;2;0;26;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0;0.1428571428571428
FXJC;0;0;3;0;2;0;54;0;1;1;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0;0.1428571428571428
YUI3;1;1;1;0;2;0;31;1;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0;0.1428571428571428
ONHN;1;1;2;1;3;0;38;1;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0;0.1428571428571428
I9WU;1;1;3;2;3;0;41;1;1;1;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0;0.2857142857142857
J1E1;0;1;3;1;2;0;33;1;1;1;0;0;0;1;0;0;1;0;0.5;0.0;0.6666666666666666;0.0;0.1428571428571428
RNTY;0;1;1;2;3;0;37;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0;0.2857142857142857
AFTP;0;1;1;0;3;0;46;1;1;0;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0;0.0
TCUT;0;0;1;2;2;0;31;0;1;1;0;0;0;1;0;0;1;0;0.5;0.0;0.6666666666666666;0.0;0.2857142857142857
YRDZ;0;1;1;0;3;0;43;1;1;1;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;0.0;0.2857142857142857
IYXC;1;1;3;0;3;0;35;1;1;1;0;0;0;1;0;0;1;0;1.0;1.0;1.0;0.0;0.1428571428571428
P3PR;0;1;3;1;5;0;35;0;1;1;0;0;0;0;0;0;1;0;0.1;0.0;0.5;0.0;0.4285714285714285
Y5ZG;0;1;2;1;5;0;38;0;1;1;0;0;0;1;0;0;1;0;0.1;0.0;0.5;0.0;0.4285714285714285
HVMM;1;1;3;1;4;0;35;0;1;1;0;0;0;1;1;0;1;0;0.1;0.0;0.5;0.0;0.2857142857142857
FIBI;0;1;3;1;3;0;31;1;1;1;0;0;0;0;1;0;1;0;0.1;0.0;0.5;0.0;0.1428571428571428
O4VC;0;1;3;0;3;0;33;0;1;1;0;0;0;1;0;0;0;0;0.1;0.0;0.3703703703703703;0.0;0.1428571428571428
NUKG;1;1;3;1;2;0;30;0;1;1;0;0;0;0;0;0;1;0;0.1;0.0;0.5;0.0;0.1428571428571428
CQSH;0;1;3;1;3;0;38;1;1;1;0;0;0;1;1;0;1;0;0.1;0.0;0.5;0.0;0.2857142857142857
M2TG;0;1;3;1;5;0;35;0;1;0;0;0;0;0;0;0;1;0;0.1;0.0;0.5;0.0;0.1428571428571428
GUK9;0;1;3;1;5;0;32;0;1;1;0;0;0;0;0;0;1;0;0.1;0.0;0.5;0.0;0.1428571428571428
Y6VI;1;1;2;1;5;0;36;0;1;1;0;0;0;0;1;0;1;0;0.9;0.977777777777778;0.9090909090909092;0.0;0.2857142857142857
K5MJ;0;1;4;1;2;0;32;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.5555555555555556;0.0;0.0
O1WD;0;0;2;1;2;0;48;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
RAKK;0;0;3;1;2;0;34;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
F5MT;1;1;1;0;3;0;32;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0;0.0
YHH9;1;1;1;0;2;0;32;1;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0;0.0
POY6;0;1;1;0;2;0;41;1;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0;0.0
XXCC;0;1;2;1;4;0;34;1;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0;0.0
O5QL;1;1;3;1;4;0;36;0;0;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.5;0.0;0.1428571428571428
GSUR;0;1;3;0;1;0;23;0;0;0;0;0;0;0;0;0;1;0;0.6666666666666666;0.6666666666666666;0.75;0.0;0.1428571428571428
KYWU;0;1;3;3;5;0;24;0;1;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.5;0.0;0.1428571428571428
BJMP;0;1;0;1;2;0;24;0;0;0;0;0;0;1;0;0;1;0;0.6666666666666666;0.6666666666666666;0.75;0.0;0.2857142857142857
PQO0;0;1;1;0;3;0;30;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0;0.2857142857142857
U8TO;0;1;3;1;4;0;31;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0;0.2857142857142857
CMN6;0;1;3;1;3;0;51;1;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.0;0.6;0.0;0.0
APLZ;1;1;1;0;3;0;24;1;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.0;0.6;0.0;0.0
R5PP;0;1;3;1;3;0;26;1;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.0;0.6;0.0;0.0
SCNN;0;1;4;3;5;0;24;1;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;0.0;0.0
V6AS;0;1;3;1;4;0;34;1;1;1;0;0;0;1;0;0;0;0;1.0;1.0;1.0;0.0;0.1428571428571428
YDF8;1;1;1;2;3;0;34;0;1;1;0;0;0;1;0;0;0;0;0.3333333333333333;0.0;0.6;0.0;0.2857142857142857
XPWD;0;1;1;2;4;0;27;1;1;1;0;0;0;1;0;0;1;0;0.3333333333333333;0.0;0.6;0.0;0.1428571428571428
RNVF;0;1;2;1;3;0;30;1;1;1;0;0;0;1;0;0;0;0;0.3333333333333333;0.0;0.6;0.0;0.1428571428571428
ENDA;0;1;3;0;4;0;38;1;1;1;0;0;0;1;0;0;0;0;0.75;0.0;0.8;1.0;0.1428571428571428
FTL2;1;1;3;0;3;0;39;1;1;1;0;0;0;1;0;0;0;0;1.0;0.5;1.0;0.5;0.1428571428571428
TQSE;0;1;2;1;2;0;32;1;1;1;0;0;0;1;0;0;0;0;0.25;0.0;0.5714285714285714;0.0;0.1428571428571428
ZIW0;1;1;3;1;3;0;46;0;1;1;0;0;0;1;0;0;0;0;0.75;0.0;0.8;1.0;0.1428571428571428
AJUV;1;1;3;0;2;0;54;1;1;1;0;0;0;1;0;0;0;0;0.75;0.0;0.8;1.0;0.1428571428571428
QOKS;0;0;2;1;1;0;26;1;1;1;0;0;0;1;0;0;1;0;1.0;0.5714285714285714;1.0;0.4285714285714285;0.2857142857142857
ZAV9;0;1;4;3;5;0;26;0;0;0;0;0;0;0;0;0;1;0;0.4285714285714285;0.0;0.6363636363636364;1.0;0.1428571428571428
HQYY;0;1;0;0;0;0;25;0;0;0;0;0;0;0;0;0;1;0;0.4285714285714285;0.0;0.6363636363636364;1.0;0.1428571428571428
C7SM;0;1;4;3;5;0;24;0;0;0;0;0;0;0;1;0;1;0;0.4285714285714285;0.0;0.6363636363636364;1.0;0.2857142857142857
YMV4;0;1;1;0;2;0;25;1;1;1;0;0;0;1;0;0;0;0;0.5714285714285714;0.0;0.7;1.0;0.1428571428571428
ULXD;0;0;3;2;1;0;27;0;1;1;0;0;0;1;0;0;0;0;0.5714285714285714;0.0;0.7;1.0;0.1428571428571428
OBS8;0;0;3;2;1;0;26;1;1;1;0;0;0;1;0;0;0;0;0.5714285714285714;0.0;0.7;1.0;0.1428571428571428
M5MP;0;1;3;0;2;0;27;1;1;1;0;0;0;1;0;0;0;0;0.5714285714285714;0.0;0.7;1.0;0.1428571428571428
WYHA;0;1;1;1;3;0;29;0;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0;0.1428571428571428
SGQ4;0;1;3;1;3;0;28;1;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0;0.1428571428571428
Y6XG;1;1;3;0;2;0;28;1;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0;0.0
ERSH;0;1;3;2;2;0;27;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0;0.1428571428571428
QBX5;1;1;3;0;5;0;44;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
IQH5;1;1;3;3;5;0;43;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
HZBG;0;0;3;0;5;0;51;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
QRYM;0;1;3;1;2;0;24;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
CPV4;0;1;3;1;2;0;31;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
CGHA;0;1;3;1;2;0;29;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
UZE1;0;1;1;0;3;0;37;0;1;1;0;0;0;0;0;0;1;0;0.8;0.0333333333333333;0.8333333333333334;0.8333333333333334;0.1428571428571428
KKQ3;1;1;1;2;3;0;42;0;1;1;0;0;0;1;0;0;1;0;0.6000000000000001;0.0;0.7142857142857143;1.0;0.1428571428571428
C2UJ;0;1;1;0;3;0;38;1;1;1;0;0;0;0;0;0;1;0;1.0;0.4333333333333333;1.0;0.5;0.1428571428571428
A4C9;0;1;1;0;3;0;32;0;1;1;0;0;0;0;0;0;1;0;0.8;0.0333333333333333;0.8333333333333334;0.8333333333333334;0.1428571428571428
DDGI;0;1;3;3;5;0;31;0;1;1;0;0;0;0;0;0;1;0;0.6000000000000001;0.0;0.7142857142857143;1.0;0.2857142857142857
KJRA;0;1;3;2;3;0;40;1;0;0;0;0;0;1;0;0;1;0;0.2;0.0;0.5555555555555556;0.0;0.2857142857142857
LZNE;0;1;3;1;3;0;24;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0;0.1428571428571428
OTFH;0;1;3;1;2;0;41;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0;0.1428571428571428
G8GJ;0;1;3;2;2;0;23;0;0;0;0;0;0;1;0;0;1;0;1.0;1.0;1.0;0.0;0.2857142857142857
GEMS;0;1;1;0;3;0;33;1;1;1;0;0;0;1;1;0;1;0;0.3333333333333333;0.0;0.6;0.0;0.0
GNMW;0;1;3;1;5;0;33;1;1;1;0;0;0;0;0;0;0;0;1.0;0.6666666666666666;1.0;0.3333333333333333;0.0
N0OT;1;1;3;1;1;0;24;1;0;0;0;0;0;0;0;0;0;0;0.6666666666666666;0.0;0.75;1.0;0.4285714285714285
LERF;0;1;1;2;2;0;32;1;1;1;0;0;0;0;0;0;0;0;0.6666666666666666;0.0;0.75;1.0;0.0
C4HC;0;1;1;1;3;0;26;1;1;0;0;0;0;1;1;0;0;0;1.0;0.0;1.0;1.0;0.2857142857142857
E4NP;0;1;3;1;2;0;28;1;0;0;0;0;0;1;1;0;0;0;1.0;0.0;1.0;1.0;0.2857142857142857
LHT2;0;1;3;1;2;0;22;1;0;0;0;0;0;1;1;0;0;0;1.0;0.0;1.0;1.0;0.2857142857142857
LTG3;0;1;1;2;2;0;35;1;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0;0.2857142857142857
JJQV;1;1;1;1;3;0;36;1;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0;0.1428571428571428
SHWB;0;1;1;2;2;0;37;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
AALU;1;1;2;1;3;0;32;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
UNJ9;1;1;1;1;3;0;48;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0;0.2857142857142857
S6XS;0;1;1;0;5;0;31;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.0
JVG1;1;1;3;1;5;0;46;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0;0.0
W7GA;0;1;3;2;5;0;37;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0;0.1428571428571428
FAEW;0;1;3;3;5;0;51;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0;0.0
M5YQ;1;0;3;0;1;0;38;0;1;1;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;1.0;0.1428571428571428
FISJ;1;1;3;0;2;0;30;1;1;1;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;1.0;0.1428571428571428
NHPL;1;1;1;0;4;0;32;1;1;1;0;0;0;1;0;0;0;0;1.0;0.25;1.0;0.5;0.1428571428571428
FJZX;1;1;3;1;2;0;29;1;1;1;0;0;0;1;0;0;1;0;0.5;0.0;0.6666666666666666;1.0;0.2857142857142857
AEWC;0;1;4;1;3;0;32;1;1;1;0;0;0;1;0;0;0;0;1.0;0.25;1.0;0.5;0.1428571428571428
QIIP;1;1;2;1;2;0;25;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
KCXU;1;1;3;2;3;0;37;1;1;0;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0;0.2857142857142857
QWSA;1;1;3;1;2;0;30;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
C5LH;0;1;1;2;2;0;23;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0;0.1428571428571428
SSYQ;1;1;1;0;2;0;24;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0;0.1428571428571428
F0WO;0;1;3;1;2;0;25;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0;0.1428571428571428
D1VE;1;1;3;0;3;0;37;1;1;1;0;0;0;0;1;0;1;0;0.1;0.0;0.3225806451612903;0.0;0.1428571428571428
IYZP;0;1;3;1;4;0;32;0;1;1;0;0;0;0;1;0;1;0;0.1;0.0;0.3225806451612903;0.0;0.1428571428571428
V1W3;0;1;2;1;3;0;33;1;1;1;0;0;0;0;0;0;1;0;0.4;0.0;0.4347826086956521;1.0;0.2857142857142857
R2GO;1;1;1;0;3;0;35;1;1;1;0;0;0;1;0;0;0;0;0.2;0.5333333333333333;0.5263157894736842;0.0;0.2857142857142857
INNN;1;1;3;1;2;0;27;1;1;1;0;0;0;1;0;0;1;0;0.4;0.5333333333333333;0.4545454545454545;0.0;0.2857142857142857
K5Z0;1;1;3;0;3;0;32;1;1;1;0;0;0;1;0;0;1;0;0.1;0.0;0.3225806451612903;0.0;0.2857142857142857
S6R8;0;1;2;1;4;0;32;0;1;1;0;0;0;0;0;0;1;0;0.4;0.0;0.4347826086956521;1.0;0.1428571428571428
S9LZ;0;1;3;0;3;0;39;1;1;1;0;0;0;1;0;0;1;0;0.5;0.2;0.4545454545454545;0.6;0.2857142857142857
HTHM;0;1;3;0;3;0;51;0;1;1;0;0;0;1;0;0;0;0;0.5;0.5555555555555556;0.5555555555555556;0.6;0.2857142857142857
BGSP;0;1;2;1;4;0;39;0;1;1;0;0;0;1;0;0;1;0;0.4;0.0;0.4347826086956521;1.0;0.1428571428571428
RQTO;0;1;1;2;3;0;27;1;1;1;0;0;0;1;0;0;1;0;0.1;0.0;0.3225806451612903;0.0;0.2857142857142857
ZGLG;0;1;3;1;2;0;34;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
MEST;0;0;3;1;2;0;29;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
LIFV;0;1;1;0;4;0;34;0;1;1;0;0;0;0;0;0;1;0;0.4285714285714285;0.0;0.6363636363636364;1.0;0.1428571428571428
NDXX;0;1;3;0;5;0;28;1;0;0;0;0;0;0;0;0;1;0;1.0;0.1587301587301587;1.0;0.5238095238095238;0.1428571428571428
D9XJ;1;1;2;0;3;0;32;0;1;0;0;0;0;0;0;0;1;0;1.0;0.1587301587301587;1.0;0.5238095238095238;0.1428571428571428
GHYZ;0;1;4;3;5;0;29;0;1;0;0;0;0;0;0;0;1;0;0.4285714285714285;0.0;0.6363636363636364;1.0;0.1428571428571428
KUQ7;0;1;4;3;5;0;29;0;0;0;0;0;0;0;0;0;1;0;0.4285714285714285;0.0;0.6363636363636364;1.0;0.1428571428571428
FNBK;0;1;4;3;5;0;37;0;0;0;0;0;0;0;0;0;1;0;0.4285714285714285;0.0;0.6363636363636364;1.0;0.1428571428571428
I6ME;0;1;4;3;5;0;30;0;0;0;0;0;0;0;0;0;1;0;0.4285714285714285;0.0;0.6363636363636364;1.0;0.1428571428571428
MMLT;0;1;2;1;3;0;36;0;1;1;0;0;0;0;0;0;1;0;1.0;0.1587301587301587;1.0;0.5238095238095238;0.1428571428571428
JJQ5;0;1;3;1;2;0;47;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
LSEY;0;1;2;0;3;0;30;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
H1A2;0;1;2;1;3;0;38;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.2857142857142857
T1BS;0;0;3;0;2;0;29;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
XQKN;0;0;3;2;2;0;41;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
H5SS;1;1;1;0;3;0;30;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
LOXX;1;1;3;0;3;0;31;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0;0.0
CDGF;1;1;2;0;4;0;29;1;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0;0.0
PLLZ;1;1;3;0;3;0;27;1;1;0;0;0;0;0;1;0;1;0;0.1428571428571428;0.0;0.3888888888888889;0.0;0.2857142857142857
E5LT;1;1;3;0;2;0;32;1;1;1;0;0;0;0;1;0;1;0;0.1428571428571428;0.0;0.35;0.0;0.2857142857142857
OVLW;1;1;3;1;2;0;22;1;0;0;0;0;0;1;0;0;1;0;0.1428571428571428;0.0;0.2916666666666667;0.0;0.2857142857142857
WJRU;0;1;3;0;4;0;30;1;1;1;0;0;0;1;0;0;0;0;0.1428571428571428;0.0;0.35;0.0;0.4285714285714285
CPCX;0;1;3;1;2;0;22;1;0;0;0;0;0;1;1;0;1;0;0.2857142857142857;0.4761904761904761;0.5;0.0;0.2857142857142857
IBMO;0;1;3;0;2;0;28;1;1;1;0;0;0;1;0;0;1;0;0.2857142857142857;0.2857142857142857;0.3888888888888889;0.0;0.2857142857142857
EQMK;1;1;3;0;1;0;29;1;1;1;0;0;0;1;0;0;1;0;0.4285714285714285;0.5238095238095237;0.5;0.0;0.1428571428571428
HJK5;1;1;1;2;3;0;27;1;1;0;0;0;0;0;1;0;1;0;0.4285714285714285;0.7142857142857142;0.5833333333333334;0.0;0.2857142857142857
XDJU;0;1;3;1;5;0;30;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
NHJV;0;1;2;1;2;0;27;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
T5QM;0;1;1;2;5;0;21;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0;0.1428571428571428
BTGO;0;1;1;0;2;0;46;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0;0.0
HYNM;0;1;2;1;3;0;49;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0;0.0
T4HS;0;1;3;1;3;0;29;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
NHD4;0;1;2;1;3;0;32;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
XSUJ;0;1;1;1;2;0;26;1;1;0;0;0;0;0;0;0;1;0;1.0;0.6666666666666666;1.0;0.3333333333333333;0.1428571428571428
KFAK;0;1;2;1;3;0;28;0;1;1;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.6;0.0;0.1428571428571428
ZZXD;1;1;1;2;3;0;31;0;1;1;0;0;0;0;0;0;1;0;0.6666666666666666;0.0;0.75;1.0;0.1428571428571428
ORFM;0;1;2;1;3;0;34;0;0;0;0;0;0;0;0;0;1;0;0.6666666666666666;0.0;0.75;1.0;0.1428571428571428
G0G1;1;1;3;2;3;0;33;1;1;0;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
K3YF;1;1;3;1;3;0;38;1;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0;0.2857142857142857
JAC6;0;1;3;0;3;0;27;0;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0;0.1428571428571428
T4EP;0;1;3;1;4;0;31;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
GMH6;0;1;3;1;2;0;36;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
TKAF;0;0;3;2;2;0;29;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0;0.1428571428571428
HDND;1;1;3;1;2;0;31;1;1;0;0;0;0;1;0;0;1;0;1.0;0.5833333333333333;1.0;0.3333333333333333;0.1428571428571428
CWRM;1;1;3;1;2;0;26;1;1;0;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;1.0;0.1428571428571428
SEZS;1;1;2;1;1;0;25;0;1;0;0;0;0;0;0;0;1;0;0.25;0.0;0.5714285714285714;0.0;0.1428571428571428
O9V8;1;1;3;1;1;0;29;1;0;0;0;0;0;1;0;0;1;0;0.75;0.0833333333333333;0.8;0.6666666666666666;0.2857142857142857
Z3AU;1;0;2;1;1;0;22;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;1.0;0.2857142857142857
N8F4;0;1;2;1;2;0;21;0;0;0;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;0.0;0.1428571428571428
K4KV;0;1;1;1;2;0;24;0;1;0;0;1;0;1;0;0;1;0;0.5;0.0;0.6666666666666666;0.0;0.1428571428571428
ZVVY;0;1;2;1;2;0;25;0;0;0;0;0;0;1;0;0;0;0;1.0;1.0;1.0;0.0;0.4285714285714285
BQRW;0;1;1;3;5;0;26;0;0;0;0;0;0;0;0;0;1;0;0.75;0.0;0.8;1.0;0.1428571428571428
OHD9;0;1;3;0;2;0;34;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0555555555555555;1.0;0.8333333333333334;0.1428571428571428
U1EA;0;1;3;3;4;0;29;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0555555555555555;1.0;0.8333333333333334;0.1428571428571428
Z0W3;0;0;1;0;0;0;27;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0555555555555555;1.0;0.8333333333333334;0.1428571428571428
CUDY;0;0;3;0;0;0;28;0;0;0;0;0;0;0;0;0;1;0;0.75;0.0;0.8;1.0;0.1428571428571428
RTLA;1;1;3;1;3;0;26;0;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0;0.1428571428571428
UANG;1;1;3;2;2;0;34;0;1;1;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0;0.1428571428571428
DPI2;1;1;3;1;2;0;29;0;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0;0.1428571428571428
GGGY;1;1;2;0;3;0;28;0;0;0;0;0;0;0;0;0;0;0;0.125;0.0;0.4210526315789473;0.0;0.2857142857142857
L7NU;1;1;1;2;2;0;30;1;1;1;0;0;0;0;1;0;1;0;0.625;0.6071428571428571;0.6666666666666666;0.2;0.2857142857142857
OPFE;0;1;1;1;2;0;34;1;1;1;0;0;0;0;1;0;1;1;0.125;0.0;0.4210526315789473;0.0;0.4285714285714285
FWW2;1;1;1;0;3;0;25;1;1;0;0;0;0;1;0;0;1;0;0.25;0.0;0.5333333333333333;1.0;0.1428571428571428
RBFS;1;1;1;1;3;0;30;1;1;1;0;0;0;1;1;0;1;0;0.5;0.6071428571428571;0.6666666666666666;0.1666666666666666;0.2857142857142857
W8X7;1;1;1;0;3;0;30;1;1;1;0;0;0;1;0;0;1;0;0.25;0.25;0.4705882352941176;0.0;0.0
PLRH;0;0;1;2;2;0;28;0;0;0;0;0;0;0;0;0;1;0;0.25;0.0;0.4444444444444444;1.0;0.2857142857142857
G8ZR;1;0;1;2;1;0;29;1;1;1;0;0;0;0;0;0;1;0;0.125;0.0;0.3333333333333333;0.0;0.1428571428571428
X7SQ;1;1;1;1;2;0;30;0;1;0;0;0;0;0;0;0;1;0;0.25;0.0;0.4444444444444444;1.0;0.1428571428571428
