id;nickname;gender;skin;hair;height;tattoo;age;weapon;arrested;convicted;rape;extortion;kidnapping;theft;homicide;arms_trafficking;drug_trafficking;faction;Dc;Bc;Cc;CC;M
QEPX;0;1;2;1;3;0;26;0;1;1;0;0;0;1;0;0;1;0;0.0009871668311944;0.0369310546875901;0.0911688603892451;0.1666666666666666;0.2857142857142857
U2PY;1;1;2;1;3;0;58;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0566420174175601;0.0;0.2857142857142857
FBXB;1;1;1;0;3;0;34;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.060606967108904;0.0;0.1428571428571428
INS6;0;0;1;2;2;0;32;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0770781814723226;0.0;0.4285714285714285
VTHD;0;1;3;1;3;0;23;1;0;0;0;0;0;1;0;0;0;0;0.0009871668311944;0.0;0.059067055393586;1.0;0.2857142857142857
Z0KB;1;1;3;1;5;0;28;0;0;1;0;0;0;0;0;0;1;0;0.0009871668311944;0.0;0.0515154597233523;1.0;0.0
GIOR;1;1;2;2;3;0;25;0;0;0;0;0;0;0;0;0;1;0;0.0014807502467917;0.0;0.0824130005898265;1.0;0.1428571428571428
EALU;0;1;2;1;3;0;27;1;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0491425522109297;0.0;0.2857142857142857
I0RR;1;1;2;1;3;0;41;1;1;0;0;0;0;0;1;0;0;0;0.0017275419545903;0.0004097964834506;0.0517827476038338;0.8095238095238095;0.4285714285714285
KLQ9;0;1;3;1;3;0;26;1;1;0;0;0;0;1;0;0;1;0;0.0014807502467917;2.130051934934505e-05;0.0609094325441563;0.8;0.1428571428571428
KLJ9;1;1;4;3;5;0;61;1;1;0;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0601356465472462;0.0;0.1428571428571428
CXEB;1;1;2;1;3;0;27;0;0;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0677625967857919;0.0;0.1428571428571428
PCHI;0;1;2;1;4;0;28;0;1;1;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0816556838562763;0.0;0.1428571428571428
U9DG;1;1;3;2;5;0;24;1;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;2.037958584341657e-06;0.0738661222108793;0.3333333333333333;0.1428571428571428
CIP2;1;1;2;1;1;0;24;1;1;0;0;0;0;1;1;0;1;0;0.0022211253701875;0.000794859466701;0.0539791650014653;0.2222222222222222;0.4285714285714285
QKW3;1;1;3;3;3;0;34;1;1;1;0;0;0;0;1;0;1;0;0.0017275419545903;0.0003939650989859;0.060143679867007;0.8571428571428571;0.1428571428571428
NIBL;0;1;2;3;5;0;23;1;0;0;0;0;0;1;0;0;1;0;0.0007403751233958;0.0664864610562017;0.0697490274382896;0.3333333333333333;0.1428571428571428
ABED;0;1;3;1;2;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0609754262411027;1.0;0.2857142857142857
CFSJ;1;1;2;1;3;0;45;0;1;1;0;0;0;0;0;0;1;0;0.0017275419545903;0.0027058521356335;0.0497825392535076;0.1904761904761904;0.2857142857142857
P3Y1;1;1;3;2;3;0;27;1;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;6.716512715745671e-05;0.0495281865740967;0.6666666666666666;0.1428571428571428
WXOL;0;1;3;3;5;0;25;0;0;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0620245220346247;1.0;0.2857142857142857
PMPQ;0;1;1;0;5;0;33;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0644555794162093;0.0;0.2857142857142857
N8IY;1;1;1;1;3;0;30;1;1;1;0;0;0;1;0;0;1;0;0.0019743336623889;0.0061322145146252;0.0669475423378769;0.2142857142857142;0.1428571428571428
B9UF;0;1;1;2;5;0;28;1;0;0;0;0;0;0;1;0;0;0;0.0019743336623889;9.8619209228441e-05;0.068222379364919;0.8928571428571429;0.1428571428571428
MNXD;0;1;1;2;2;0;26;0;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.062803205257366;0.0;0.1428571428571428
EXTP;0;1;1;2;3;0;38;0;1;1;0;0;0;1;0;0;0;0;0.0004935834155972;0.0001644465769565;0.0394970270006823;0.0;0.1428571428571428
BLWO;1;1;1;0;2;0;25;0;0;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0413921322260018;0.0;0.1428571428571428
MUUM;1;1;1;0;3;0;48;1;1;0;0;0;0;0;0;1;0;0;0.0004935834155972;0.0291836829681189;0.0519533804315771;0.0;0.1428571428571428
K9PA;1;1;3;0;3;0;26;0;1;0;0;0;0;0;0;0;1;0;0.0004935834155972;6.092118188067588e-08;0.0514435162379707;0.0;0.2857142857142857
HHKH;1;1;3;2;2;0;23;1;0;0;0;0;0;0;1;0;1;0;0.0024679170779861;0.0033859491718054;0.0515010549327639;0.1777777777777777;0.1428571428571428
QPCU;0;0;4;3;5;0;26;0;0;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0650401284109149;0.0;0.1428571428571428
MNZO;0;1;3;2;5;0;23;0;0;0;0;0;0;1;0;0;0;0;0.0004935834155972;0.0;0.0576288542496302;1.0;0.2857142857142857
R0VC;1;1;1;2;2;0;36;1;1;1;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0754956029214488;0.0;0.2857142857142857
CEAK;0;1;1;1;2;0;26;0;1;1;0;0;0;0;0;0;1;0;0.0009871668311944;0.0025015203167099;0.0654900439617274;0.0;0.0
JACN;0;1;4;3;5;0;37;0;1;1;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0659129727531517;0.0;0.1428571428571428
CYEU;0;1;2;0;2;0;31;1;1;1;0;0;0;0;1;0;1;0;0.0002467917077986;0.0;0.0645109932973523;0.0;0.1428571428571428
KSBI;1;1;3;1;5;0;36;0;1;1;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0702447819152624;0.0;0.1428571428571428
IHF6;0;1;3;0;3;0;25;0;0;0;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0640905999398952;0.0;0.4285714285714285
AGND;0;1;1;0;2;0;31;1;1;1;0;0;0;0;1;0;1;0;0.0002467917077986;0.0;0.0606895725369199;0.0;0.1428571428571428
DBMK;0;1;3;2;3;0;23;0;0;0;0;0;0;0;0;0;1;0;0.0014807502467917;2.0307060626891965e-07;0.0541950325678441;0.6666666666666666;0.1428571428571428
JVST;0;1;3;1;2;0;25;1;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.049618554302438;0.0;0.2857142857142857
IVKT;0;1;1;1;3;0;30;1;1;1;0;0;0;1;0;0;1;0;0.0004935834155972;0.0029578452226705;0.0648870241965186;0.0;0.0
X2R0;1;1;3;2;5;0;25;1;0;0;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0736245366669089;0.0;0.1428571428571428
DTTO;0;0;3;2;2;0;54;0;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.0472911463317849;1.0;0.1428571428571428
Z7WZ;0;1;1;0;2;0;33;0;1;0;0;0;0;0;0;0;0;0;0.0004935834155972;0.0;0.0613381774144716;1.0;0.1428571428571428
ROE0;0;1;1;1;2;0;23;0;0;0;0;0;0;0;0;0;1;0;0.0009871668311944;0.0;0.0541928580981677;1.0;0.1428571428571428
Z6DU;1;1;3;1;3;0;23;1;0;0;0;0;0;1;0;0;1;0;0.0024679170779861;0.0208597964046957;0.0609589144138045;0.4444444444444444;0.1428571428571428
CXJ8;0;1;3;0;2;0;24;1;0;0;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0666732484286043;0.0;0.1428571428571428
GGRM;1;1;3;0;2;0;43;0;1;1;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.065606683721382;0.0;0.0
S5EC;1;1;3;2;3;0;30;0;1;1;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.062073931093647;0.0;0.2857142857142857
GQO8;0;1;3;3;5;0;33;0;1;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0727076978288175;1.0;0.1428571428571428
EYAV;0;1;3;2;3;0;23;1;0;0;0;0;0;1;1;0;1;0;0.0007403751233958;0.0;0.051723917844241;1.0;0.1428571428571428
M1M8;1;1;1;0;1;0;33;1;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0004935834155972;0.058327335540521;0.3333333333333333;0.0
S8K9;0;1;3;0;3;0;27;1;0;1;0;0;0;0;0;0;0;0;0.0014807502467917;4.692773791891618e-05;0.0658765383927555;0.8666666666666667;0.1428571428571428
U5IW;1;1;3;0;3;0;49;1;1;1;0;0;0;0;0;0;0;0;0.001233958538993;0.0005202028192686;0.0801170515659601;0.4;0.2857142857142857
DAND;1;1;2;1;3;0;38;1;1;1;0;0;0;0;1;0;1;0;0.0002467917077986;0.0;0.0677127721796093;0.0;0.1428571428571428
AYPI;0;1;4;0;3;0;25;0;0;0;0;0;0;0;0;0;1;0;0.0014807502467917;5.685792925509615e-06;0.0639338571744138;0.8666666666666667;0.1428571428571428
VHNY;1;1;1;3;3;0;33;1;1;1;0;0;0;1;1;0;0;0;0.0027147087857847;0.0160528496978385;0.0739456539591583;0.0363636363636363;0.4285714285714285
R3DS;0;1;1;2;3;0;47;0;1;1;0;0;0;0;0;0;0;0;0.003208292201382;1.0153530313445982e-08;0.0688928182807399;0.9871794871794872;0.1428571428571428
IWCY;1;1;1;0;2;0;34;1;1;1;0;0;0;1;1;0;1;0;0.001233958538993;0.0014803847197004;0.0596417374409396;0.1;0.2857142857142857
RDFE;0;1;1;0;3;0;24;1;0;0;0;0;0;1;0;0;1;0;0.0029615004935834;0.0109788552545504;0.0768968003947318;0.1666666666666666;0.0
V8XT;0;0;3;2;0;0;47;0;1;0;0;0;0;0;0;0;1;0;0.0009871668311944;6.803454555369967e-05;0.0499051654063108;0.5;0.1428571428571428
SAEF;0;1;2;2;2;0;33;1;1;0;0;0;0;0;0;0;1;0;0.0014807502467917;0.0002808554481961;0.0521902652017671;0.6666666666666666;0.1428571428571428
A8CE;0;1;1;3;5;0;31;1;1;1;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0809315517206942;0.0;0.0
FYMS;1;1;1;3;3;0;24;0;1;0;0;0;0;0;0;0;1;0;0.0009871668311944;4.3660180347817705e-07;0.0683040304772179;0.5;0.1428571428571428
CTA2;0;1;3;2;3;0;25;1;1;0;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0540692011048691;0.0;0.0
MHWS;0;1;3;0;2;0;24;1;0;0;0;0;0;1;0;0;1;0;0.0009871668311944;0.0002295127006761;0.0728711446812337;0.3333333333333333;0.1428571428571428
WBEY;0;1;1;3;4;0;28;1;1;1;0;0;0;0;0;0;1;0;0.0009871668311944;0.0024663331272572;0.0629358681639563;0.0;0.2857142857142857
CVN0;0;1;3;0;2;0;21;0;0;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.0651708886208283;1.0;0.1428571428571428
PHFI;1;1;1;0;2;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0014807502467917;0.0;0.0824130005898265;1.0;0.2857142857142857
TDXX;1;1;2;1;2;0;32;1;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.0695861239910698;1.0;0.1428571428571428
H5W0;0;1;2;1;2;0;34;1;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;1.8276354564202765e-07;0.0379980682127216;0.0;0.2857142857142857
C0MA;0;1;1;1;3;0;27;0;1;0;0;0;0;0;0;0;1;0;0.0022211253701875;0.0036978433926227;0.0572955699155837;0.4444444444444444;0.1428571428571428
G3UY;0;1;1;2;3;0;34;1;0;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0546297794315914;1.0;0.1428571428571428
IVWZ;0;1;3;0;2;0;26;0;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;8.35236569356037e-05;0.0516731279330748;0.3333333333333333;0.2857142857142857
A3IE;0;1;1;0;2;0;27;1;1;1;0;0;0;0;0;0;0;0;0.0007403751233958;0.0;0.0563717306622148;1.0;0.1428571428571428
JKU8;1;1;3;1;3;0;30;0;1;1;0;0;0;0;0;0;1;0;0.001233958538993;0.0069384745868679;0.0857040123522071;0.4;0.2857142857142857
HADF;0;0;3;1;5;0;30;0;1;0;0;0;0;1;0;0;0;0;0.0007403751233958;0.0001670133894198;0.0611484192258356;0.6666666666666666;0.4285714285714285
VLCO;0;1;3;2;2;0;26;1;0;0;0;0;0;0;1;0;0;0;0.0009871668311944;0.003523485279721;0.0622102127920901;0.3333333333333333;0.0
O2O0;0;1;1;3;3;0;39;0;1;1;0;0;0;1;0;0;0;0;0.0019743336623889;0.0002980196731637;0.0776096533231181;0.75;0.0
VJK6;0;1;3;1;1;0;24;1;0;0;0;0;0;1;0;0;0;0;0.0007403751233958;0.0;0.0466411897417008;1.0;0.1428571428571428
ULLF;0;1;2;1;3;0;26;0;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.0445686127854283;1.0;0.0
CEI8;0;1;3;2;5;0;52;1;0;0;0;0;0;0;0;0;0;0;0.0004935834155972;1.2590377588673014e-07;0.0410295874764576;0.0;0.1428571428571428
VFUK;1;1;3;1;3;0;31;0;1;1;0;0;0;1;0;0;0;0;0.0056762092793682;0.034120500465663;0.0807251718298635;0.1936758893280632;0.1428571428571428
CEUE;0;1;3;2;3;0;32;0;1;0;0;0;0;1;0;0;0;0;0.0007403751233958;0.0;0.0468239019147878;1.0;0.1428571428571428
VCB7;0;1;2;1;3;0;49;1;1;1;0;0;0;1;0;0;0;0;0.0009871668311944;0.0;0.0611678038765775;1.0;0.2857142857142857
ASOW;1;1;3;0;2;0;27;1;1;1;0;0;0;1;0;0;1;0;0.0007403751233958;0.0;0.0428796681376128;1.0;0.2857142857142857
YZLL;1;1;1;0;2;0;31;0;1;1;0;0;0;0;0;0;1;0;0.0019743336623889;1.0669146060123147e-05;0.0542465459997857;0.5357142857142857;0.4285714285714285
QXP2;1;1;3;0;5;0;33;0;1;1;0;0;0;0;0;0;1;0;0.0024679170779861;1.0443631179544437e-07;0.0467585220060467;0.8666666666666667;0.1428571428571428
IZB7;1;1;1;2;2;0;20;1;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.0702082683577641;1.0;0.1428571428571428
OMU2;1;1;3;1;5;0;25;1;0;0;0;0;0;1;0;0;1;0;0.0069101678183613;0.0001814756495416;0.0543003403821929;0.9232804232804231;0.1428571428571428
BWFL;1;1;3;0;3;0;45;1;1;1;0;0;0;1;0;0;0;0;0.0019743336623889;4.873694550454069e-07;0.039789856139834;0.8214285714285714;0.1428571428571428
AKYV;0;1;1;2;3;0;31;0;1;1;0;0;0;1;1;0;1;0;0.0076505429417571;0.0930131599094403;0.0778287843574131;0.4795698924731182;0.2857142857142857
VYZJ;0;1;1;0;2;0;26;1;1;0;0;0;0;1;0;0;0;0;0.0009871668311944;0.0019941022943191;0.0576895697485691;0.0;0.1428571428571428
NLZN;1;1;3;0;3;0;37;1;1;1;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.060134754088629;0.0;0.2857142857142857
SDAN;1;1;3;2;2;0;37;1;1;1;0;1;1;1;1;0;1;0;0.0002467917077986;0.0;0.0543440358359486;0.0;0.0
Y4D5;1;1;1;0;3;0;41;1;1;1;0;0;0;0;0;1;0;0;0.001233958538993;0.0034520378500866;0.0683397422923834;0.0;0.1428571428571428
MLIZ;1;1;3;0;5;0;27;1;1;1;0;0;0;0;0;0;1;0;0.0014807502467917;0.0151885827863162;0.0686605100398203;0.3333333333333333;0.1428571428571428
IMFN;1;1;3;2;1;0;32;1;1;0;0;0;0;1;0;0;1;0;0.0004935834155972;0.0;0.0605417681423598;1.0;0.1428571428571428
R8H8;0;1;3;1;2;0;32;1;0;0;0;0;0;0;1;0;1;0;0.0007403751233958;0.0004935834155972;0.051424582778095;0.3333333333333333;0.1428571428571428
XFP2;1;1;3;0;2;0;30;1;1;1;0;0;0;1;0;0;1;0;0.0007403751233958;0.0;0.0549721883055216;1.0;0.1428571428571428
YFZV;0;1;3;2;2;0;22;0;0;0;0;0;0;1;0;0;1;0;0.0009871668311944;0.0014800191926091;0.0847574622963164;0.5;0.4285714285714285
O6X4;1;1;1;1;3;0;28;1;1;1;0;0;0;1;0;0;1;0;0.0009871668311944;0.0005434977113104;0.0469955115343129;0.3333333333333333;0.2857142857142857
FET6;1;1;2;1;3;0;37;0;1;1;0;0;0;1;0;0;0;1;0.0002467917077986;0.0;0.0542937921239163;0.0;0.1428571428571428
NGAP;1;1;3;1;3;0;24;1;1;0;0;0;0;1;1;1;0;0;0.0027147087857847;0.015687691703729;0.0545922422968621;0.2727272727272727;0.1428571428571428
U8G8;0;0;3;0;1;0;35;0;0;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0551307518571933;0.0;0.1428571428571428
YPXO;0;0;3;0;2;0;28;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0004935834155972;0.0669353772961543;0.0;0.2857142857142857
AXWI;0;1;1;0;3;0;31;0;1;1;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0551052602948376;0.0;0.2857142857142857
K9CF;0;1;4;3;5;0;32;0;1;0;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0446708118357807;0.0;0.2857142857142857
KZK9;1;1;2;1;2;0;39;1;1;1;0;0;0;1;0;0;0;0;0.0027147087857847;0.0032377303980892;0.0644740401292026;0.2181818181818181;0.1428571428571428
FVXF;1;1;3;0;2;0;39;0;1;0;0;0;0;1;0;0;1;0;0.0007403751233958;2.430876877682085e-06;0.0512489723645102;0.3333333333333333;0.4285714285714285
DCH9;0;0;1;2;1;0;34;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.044321935639124;0.0;0.0
MGVZ;1;1;3;3;4;0;36;1;1;1;0;0;0;1;1;0;1;0;0.001233958538993;0.0124879170040533;0.0907787436150192;0.3;0.1428571428571428
P8SS;0;0;1;2;2;0;25;1;0;1;0;0;0;1;0;0;0;0;0.0009871668311944;0.0001618063058441;0.0683835690417524;0.3333333333333333;0.1428571428571428
XFGD;1;1;3;0;3;0;42;0;1;0;0;0;0;0;0;0;1;0;0.0019743336623889;0.0001451554430166;0.0685559597326791;0.7142857142857143;0.4285714285714285
SVBK;0;1;3;0;2;0;30;1;1;1;0;0;0;1;0;0;1;0;0.0004935834155972;0.0;0.0760253668055086;1.0;0.1428571428571428
RQPR;0;1;3;1;3;0;25;1;0;0;0;0;0;0;0;0;1;0;0.0009871668311944;0.0;0.051807906715082;1.0;0.1428571428571428
QQIQ;1;1;3;1;2;0;38;0;1;1;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0599408284023668;0.0;0.1428571428571428
U6CO;1;1;3;3;2;0;23;0;0;0;0;0;0;1;0;0;1;0;0.0004935834155972;0.0;0.0541914085486545;1.0;0.0
FXT1;0;1;3;1;3;0;26;1;1;1;0;0;0;0;0;0;1;0;0.003208292201382;0.0040378607866331;0.0799589549293551;0.1794871794871795;0.1428571428571428
Q0OQ;1;1;1;2;3;0;31;0;1;0;0;0;0;0;0;0;0;0;0.006416584402764;0.0094808967631211;0.073607149993642;0.5323076923076923;0.2857142857142857
X8R6;1;1;3;1;5;0;45;0;1;1;0;0;0;0;0;0;0;0;0.0019743336623889;0.0067339960467517;0.0678567840037512;0.0714285714285714;0.2857142857142857
U7QD;0;1;2;1;2;0;32;0;1;1;0;0;0;1;0;0;1;0;0.0019743336623889;0.0029975504499597;0.0621748937410811;0.0714285714285714;0.4285714285714285
NNB3;0;1;3;3;5;0;29;0;0;0;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0594378923898374;0.0;0.1428571428571428
VQK2;0;1;3;0;3;0;27;0;1;1;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0698596600117237;0.0;0.2857142857142857
H2O1;1;1;2;0;3;0;35;1;1;1;0;0;0;1;0;0;1;0;0.001233958538993;6.633276122020731e-05;0.0517338236045145;0.2;0.1428571428571428
NFLK;1;1;2;1;3;0;30;0;1;1;0;0;0;0;0;0;1;0;0.0017275419545903;0.0;0.0537400530503978;1.0;0.1428571428571428
UUST;1;1;4;3;5;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0017275419545903;0.0328947821619867;0.0781319295809953;0.3809523809523809;0.2857142857142857
TWR5;0;1;1;0;2;0;56;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0512314772669802;1.0;0.2857142857142857
UUJ7;0;1;2;1;2;0;36;0;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0816556838562763;0.0;0.1428571428571428
FHVS;0;1;1;2;3;0;27;0;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0008363141403194;0.0546636807597873;0.0;0.2857142857142857
J5OA;0;1;3;1;2;0;24;0;0;0;0;0;0;0;0;0;0;0;0.0004935834155972;7.494560615455288e-07;0.0647253326517898;0.0;0.1428571428571428
UWYR;1;1;3;2;2;0;23;0;0;0;0;0;0;0;0;0;1;0;0.0014807502467917;0.0342138475273457;0.0725112292192337;0.7333333333333333;0.1428571428571428
K6UV;1;1;3;1;2;0;24;1;0;0;0;0;0;1;1;0;0;0;0.0024679170779861;0.0019778873979986;0.0492572512217062;0.3333333333333333;0.1428571428571428
EFSQ;0;1;1;2;2;0;44;1;1;1;0;0;0;1;0;0;0;0;0.0009871668311944;0.0;0.0611678038765775;1.0;0.1428571428571428
I0HS;0;1;1;0;3;0;30;1;1;1;0;0;0;1;0;0;0;0;0.0004935834155972;0.0;0.058537149131044;1.0;0.2857142857142857
OCC5;0;1;3;0;3;0;31;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0464758846131788;0.0;0.1428571428571428
BDEY;0;1;4;3;5;0;22;1;0;0;0;0;0;0;0;0;0;0;0.0007403751233958;0.0;0.0743909379647138;1.0;0.1428571428571428
NCYN;1;1;3;3;5;0;29;0;1;1;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0551000149580494;0.0;0.1428571428571428
IXPM;0;1;3;0;3;0;29;0;1;1;0;0;0;1;0;0;1;0;0.001233958538993;0.0009870449888307;0.0843077691315384;0.3;0.0
Q4DK;0;1;1;1;2;0;26;1;0;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0521271532039159;1.0;0.1428571428571428
JHC1;0;1;1;2;2;0;31;0;1;1;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0611198262338602;0.0;0.1428571428571428
WUT2;1;1;3;0;3;0;42;1;1;1;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0516606106967552;0.0;0.1428571428571428
VOGT;1;1;3;1;3;0;29;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0541472345088396;0.0;0.1428571428571428
CVUC;1;1;1;2;3;0;33;0;1;1;0;0;0;1;0;0;0;0;0.0004935834155972;0.0017965877991846;0.0674422862469;0.0;0.1428571428571428
LUCZ;0;0;3;2;1;0;26;0;0;0;0;0;0;1;0;0;1;0;0.0024679170779861;0.0010539583705324;0.0681203032799287;0.3555555555555555;0.0
KTU1;0;1;3;0;3;0;39;1;1;0;0;0;0;1;1;0;0;0;0.0002467917077986;0.0;0.0579080502479527;0.0;0.1428571428571428
JJCG;1;1;2;1;3;0;25;1;0;0;0;0;0;1;0;0;0;0;0.0004935834155972;0.0058638390838485;0.0577915965427731;0.0;0.2857142857142857
T3DX;1;1;3;0;3;0;35;0;1;1;0;0;0;0;0;0;0;0;0.0017275419545903;0.0029580279862162;0.0447522171785781;0.3809523809523809;0.2857142857142857
REML;1;1;3;1;4;0;33;0;1;1;0;0;0;1;0;0;0;0;0.0007403751233958;0.0039418441524072;0.0616986935469135;0.3333333333333333;0.0
D1JP;0;1;4;3;5;0;31;0;1;1;0;0;0;0;0;0;1;0;0.0017275419545903;0.0007160388518397;0.0446880548785195;0.5714285714285714;0.2857142857142857
JRQK;1;1;2;1;1;0;47;0;1;1;0;0;0;0;0;0;0;0;0.0004935834155972;4.6315433959655706e-05;0.0589656276375913;0.0;0.2857142857142857
OUVQ;1;1;3;1;4;0;39;1;1;1;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0468748192450516;0.0;0.1428571428571428
FPYX;0;0;4;3;5;0;44;0;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.071935804573214;1.0;0.1428571428571428
LEAI;0;0;1;3;5;0;44;0;0;0;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0605634855391973;0.0;0.1428571428571428
QETB;1;1;3;0;2;0;25;0;1;1;0;0;0;1;0;0;1;0;0.0017275419545903;0.0068598506981405;0.070896175245827;0.2857142857142857;0.1428571428571428
DUA1;0;1;3;1;4;0;33;1;1;1;0;0;0;1;0;0;1;0;0.0022211253701875;0.0004990724140846;0.0601383240820445;0.1388888888888889;0.1428571428571428
D6DH;0;1;3;2;2;0;30;1;1;1;0;0;0;1;0;0;0;0;0.0004935834155972;0.0010960356993379;0.0650871415950526;0.0;0.2857142857142857
U9F6;0;1;1;0;2;0;28;1;1;1;0;0;0;1;0;0;1;0;0.001233958538993;0.0037847381897795;0.0719626334203562;0.2;0.0
WEYE;0;1;3;0;2;0;24;1;0;0;0;0;0;0;1;0;1;0;0.0004935834155972;0.0;0.0611465737093877;1.0;0.2857142857142857
IAZ3;1;0;3;0;5;0;36;0;1;0;0;0;0;1;0;0;1;0;0.001233958538993;0.0;0.0695061495445734;1.0;0.1428571428571428
YMCM;1;1;3;0;2;0;25;1;0;0;0;0;0;1;0;0;1;0;0.0029615004935834;0.0029252962065302;0.0521949711459192;0.1363636363636363;0.4285714285714285
JGU4;1;1;1;0;3;0;46;0;1;1;0;0;0;1;0;0;0;0;0.0004935834155972;0.0002901930594284;0.0576231175073593;0.0;0.1428571428571428
L1Z5;0;1;4;3;5;0;25;0;0;0;0;0;0;0;0;0;0;0;0.0009871668311944;0.0001034368863143;0.0704389395914819;0.8333333333333334;0.4285714285714285
K7LU;0;0;1;0;2;0;55;0;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0562855952215585;0.0;0.4285714285714285
G9KU;0;0;3;0;2;0;33;1;0;0;0;0;0;0;0;0;1;0;0.0017275419545903;0.001119146015927;0.0521929542087975;0.5238095238095238;0.2857142857142857
N2QL;0;1;4;1;2;0;32;0;0;0;0;0;0;0;0;0;0;0;0.0019743336623889;0.0054196701824686;0.0739537515285357;0.5357142857142857;0.1428571428571428
VUA4;0;1;3;1;4;0;30;1;1;1;0;0;0;1;0;0;0;0;0.0007403751233958;0.0003875589355126;0.0645881152767151;0.3333333333333333;0.1428571428571428
LRW5;0;1;3;0;2;0;35;0;0;0;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0761081893313298;0.0;0.1428571428571428
CMOI;1;1;1;2;3;0;33;0;1;1;0;0;0;1;0;0;1;0;0.0022211253701875;0.0004416413560367;0.0652790308029385;0.3888888888888889;0.1428571428571428
JWYY;1;1;1;2;2;0;50;0;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0009870449888307;0.0499586965366737;0.0;0.1428571428571428
B4WM;1;1;3;1;2;0;26;0;0;0;0;0;0;1;0;0;1;0;0.0037018756169792;0.049006300215829;0.0863781709656789;0.2476190476190476;0.1428571428571428
BBO9;0;0;3;2;2;0;22;1;0;0;0;0;0;0;0;0;1;0;0.0017275419545903;0.001480080113791;0.0682637555173691;0.3809523809523809;0.2857142857142857
